Distance_km,Traffic_Level,Preparation_Time_min,Courier_Experience_yrs,Weather_Foggy,Weather_Rainy,Weather_Snowy,Weather_Windy,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Vehicle_Type_Car,Vehicle_Type_Scooter
7.67,1,22,8.0,True,False,False,False,False,False,False,False,True
10.22,1,18,1.0,False,False,True,False,False,False,True,False,False
7.06,0,26,5.0,False,False,False,False,False,False,False,False,True
1.5,0,10,1.0,False,False,False,False,False,False,False,False,False
1.42,2,24,2.0,False,False,False,False,False,False,False,False,True
10.89,1,7,0.0,False,False,False,True,True,False,False,False,False
14.65,2,19,3.0,False,False,True,False,False,True,False,True,False
8.26,0,15,1.0,False,False,True,False,False,False,False,False,False
12.55,0,13,8.0,False,False,False,True,True,False,False,False,False
6.68,2,10,5.0,False,False,False,False,False,True,False,False,True
18.76,1,15,2.0,False,False,False,False,True,False,False,True,False
18.63,0,11,5.0,False,False,False,True,False,False,False,False,False
15.19,0,6,4.0,True,False,False,False,True,False,False,False,True
12.56,0,22,8.0,False,False,False,False,False,True,False,True,False
5.32,0,27,2.0,False,True,False,False,False,False,False,False,True
15.08,1,26,1.0,False,True,False,False,True,False,False,False,True
14.03,0,17,2.0,False,False,False,False,False,False,False,False,False
2.98,1,11,2.0,True,False,False,False,False,False,True,False,False
10.1,0,8,4.0,False,True,False,False,True,False,False,True,False
5.13,1,25,1.0,True,False,False,False,True,False,False,True,False
19.99,2,17,1.0,False,True,False,False,True,False,False,False,False
7.02,1,23,2.0,False,False,False,False,True,False,False,True,False
15.39,1,24,5.0,False,False,False,False,True,False,False,False,True
12.85,0,5,5.0,False,False,False,False,False,False,False,False,True
1.0,1,25,4.0,False,False,True,False,False,True,False,False,False
11.75,2,9,2.0,False,False,False,False,False,True,False,False,False
1.78,0,20,6.0,False,False,True,False,True,False,False,True,False
14.7,1,6,2.0,False,False,False,False,False,True,False,False,True
5.96,1,22,7.0,False,False,False,False,False,False,False,False,False
15.64,0,20,4.0,False,True,False,False,False,True,False,False,False
4.5,0,20,6.0,False,False,False,True,True,False,False,False,True
13.53,0,28,8.0,False,True,False,False,True,False,False,False,False
2.28,1,27,9.0,False,False,False,False,True,False,False,False,True
9.0,1,29,3.0,False,False,True,False,False,False,False,True,False
4.94,2,28,4.0,False,True,False,False,True,False,False,False,True
0.82,0,18,9.0,False,False,False,True,False,True,False,True,False
19.7,0,16,6.0,False,True,False,False,True,False,False,True,False
14.75,0,10,7.0,False,False,False,False,False,True,False,True,False
8.84,1,26,0.0,False,False,False,False,False,True,False,False,False
7.15,0,15,3.0,False,False,False,True,False,True,False,False,False
7.34,0,22,8.0,False,True,False,False,True,False,False,False,False
8.28,0,29,7.0,False,False,True,False,True,False,False,True,False
6.89,1,11,6.0,False,True,False,False,False,False,False,False,False
1.34,2,9,5.0,True,False,False,False,True,False,False,False,False
18.86,1,18,1.0,False,False,True,False,False,False,True,False,False
14.22,1,25,8.0,False,True,False,False,True,False,False,True,False
16.17,1,10,2.0,False,False,False,False,True,False,False,True,False
11.93,2,7,1.0,False,False,True,False,False,True,False,True,False
4.14,0,23,2.0,False,True,False,False,False,True,False,False,False
0.8,2,14,9.0,False,False,True,False,True,False,False,False,False
19.7,0,10,2.0,False,True,False,False,True,False,False,False,False
3.74,0,19,6.0,False,True,False,False,False,True,False,False,False
12.51,1,18,5.0,False,False,False,False,True,False,False,False,False
10.35,1,7,9.0,False,False,False,False,False,False,True,False,False
5.56,0,19,5.0,False,False,False,False,False,False,False,False,True
2.83,1,14,6.0,False,False,False,True,False,False,False,False,True
12.26,0,20,2.0,False,False,False,False,False,False,False,False,False
18.26,2,28,7.0,False,True,False,False,False,False,True,False,True
13.03,0,9,1.0,True,False,False,False,False,True,False,False,True
12.49,1,25,4.0,False,False,False,False,False,True,False,False,False
13.02,2,6,9.0,False,False,True,False,False,False,False,True,False
1.69,1,11,7.0,False,False,False,True,False,False,False,True,False
7.09,0,13,8.0,False,False,True,False,False,True,False,False,True
12.46,0,10,1.0,True,False,False,False,False,False,False,False,False
0.6,0,26,3.0,False,False,False,False,False,False,False,False,False
4.52,0,17,0.0,False,False,False,False,True,False,False,True,False
7.24,1,28,6.0,False,True,False,False,True,False,False,False,False
19.26,1,21,6.0,False,False,False,True,False,True,False,False,True
9.39,1,21,9.0,False,False,False,True,False,True,False,False,True
8.53,0,8,2.0,False,False,False,False,True,False,False,False,True
8.59,0,17,8.0,False,False,False,False,False,False,True,False,True
12.41,1,10,1.0,False,False,False,False,False,True,False,True,False
13.6,2,9,7.0,True,False,False,False,True,False,False,False,False
3.29,1,17,4.0,False,False,False,False,False,False,False,False,True
15.32,1,17,6.0,False,False,False,False,False,True,False,False,False
4.97,0,17,9.0,False,True,False,False,True,False,False,False,False
17.99,0,11,2.0,True,False,False,False,False,True,False,True,False
3.69,1,8,8.0,False,True,False,False,False,False,False,False,False
7.17,1,7,9.0,False,False,False,False,False,True,False,False,True
18.82,0,5,3.0,False,False,False,True,False,True,False,True,False
14.29,1,14,7.0,False,False,False,True,False,True,False,False,False
8.67,2,20,4.0,False,False,False,True,False,True,False,False,False
3.02,1,23,1.0,False,True,False,False,False,True,False,False,False
14.83,0,19,4.0,False,True,False,False,False,True,False,True,False
18.21,0,5,1.0,True,False,False,False,False,True,False,False,False
8.67,2,12,7.0,False,True,False,False,False,False,False,False,False
12.0,0,25,0.0,False,False,False,False,True,False,False,True,False
5.47,0,21,6.0,False,True,False,False,False,True,False,True,False
12.81,0,12,2.0,False,False,False,False,False,True,False,False,False
19.04,0,12,6.0,False,True,False,False,True,False,False,True,False
3.46,0,24,6.0,False,False,False,False,False,True,False,False,False
3.51,1,22,2.0,False,False,False,True,False,False,True,False,False
17.33,0,12,3.0,False,False,True,False,True,False,False,False,True
6.43,0,9,7.0,False,False,False,False,True,False,False,True,False
11.82,1,24,7.0,False,False,False,True,False,False,True,False,False
18.63,0,26,8.0,False,False,False,False,True,False,False,False,False
14.11,2,24,3.0,False,True,False,False,False,True,False,False,True
16.17,1,12,2.0,False,False,False,False,True,False,False,False,True
18.83,1,8,0.0,False,False,False,False,False,False,True,False,False
2.8,2,28,1.0,False,False,False,False,False,False,False,False,False
0.78,0,11,0.0,False,False,False,False,False,False,False,False,False
8.23,0,17,3.0,False,False,True,False,True,False,False,False,False
16.35,1,16,6.0,True,False,False,False,False,False,True,False,False
10.16,2,12,5.0,False,False,False,False,False,False,True,False,False
15.78,2,12,1.0,False,False,False,False,False,False,False,False,True
14.07,2,5,8.0,False,False,False,False,False,False,False,False,False
19.41,2,21,3.0,False,False,True,False,True,False,False,True,False
17.49,0,27,9.0,False,True,False,False,True,False,False,False,False
1.98,0,22,0.0,False,True,False,False,False,False,False,False,False
4.92,2,12,0.0,False,False,False,False,False,True,False,False,True
5.13,1,16,1.0,False,False,False,False,False,True,False,True,False
13.54,0,11,1.0,True,False,False,False,False,True,False,False,False
19.02,1,29,9.0,False,False,False,False,False,False,False,False,False
5.67,0,11,9.0,False,False,False,False,False,True,False,False,True
5.17,0,29,0.0,True,False,False,False,False,True,False,False,False
13.34,1,20,6.0,False,False,False,False,False,False,True,False,False
1.74,1,23,2.0,False,False,False,False,False,False,True,False,False
7.84,0,7,8.0,False,True,False,False,False,True,False,False,True
10.11,0,11,4.0,False,False,False,True,False,True,False,False,False
16.78,1,22,1.0,False,True,False,False,False,True,False,False,False
11.31,2,20,0.0,False,False,False,False,True,False,False,False,False
17.94,2,22,6.0,False,True,False,False,True,False,False,False,True
17.06,0,9,9.0,False,False,False,False,True,False,False,False,False
18.77,0,15,5.0,True,False,False,False,False,False,False,True,False
2.33,0,9,2.0,False,False,False,False,True,False,False,False,False
3.95,0,13,5.0,False,False,False,False,False,False,False,False,False
19.4,1,23,9.0,False,False,True,False,False,False,False,False,True
13.32,1,26,0.0,False,False,False,True,False,False,False,False,False
6.22,1,15,0.0,False,True,False,False,False,True,False,False,False
5.22,1,14,3.0,False,False,True,False,False,True,False,False,True
9.71,0,27,5.0,False,False,False,False,False,False,False,True,False
3.22,1,14,8.0,False,True,False,False,False,False,True,False,False
11.87,1,10,6.0,False,False,False,False,False,True,False,False,False
2.11,0,28,5.0,False,False,False,False,False,False,False,False,True
13.47,1,19,4.0,False,False,False,False,True,False,False,False,False
7.44,0,27,5.0,False,True,False,False,True,False,False,False,False
2.41,1,15,9.0,False,False,False,False,True,False,False,False,False
8.37,2,13,7.0,False,False,False,False,True,False,False,False,True
13.42,1,6,6.0,False,True,False,False,True,False,False,False,False
10.53,2,25,8.0,True,False,False,False,True,False,False,False,False
17.51,1,15,3.0,False,False,False,False,True,False,False,False,False
19.28,1,21,3.0,False,False,True,False,False,True,False,True,False
12.63,1,8,8.0,True,False,False,False,False,False,True,False,True
1.85,1,10,1.0,False,False,False,False,True,False,False,False,False
5.53,2,23,4.0,False,False,False,True,False,True,False,False,False
0.74,0,13,4.0,False,True,False,False,False,True,False,True,False
15.09,0,20,7.0,False,False,True,False,False,True,False,True,False
10.65,1,23,8.0,False,False,False,False,False,False,False,False,True
1.38,1,5,8.0,False,False,False,False,True,False,False,False,True
12.82,1,28,9.0,False,True,False,False,True,False,False,False,False
16.1,0,25,0.0,False,False,False,False,True,False,False,False,False
15.35,2,23,9.0,False,True,False,False,False,False,True,False,True
17.8,1,16,9.0,False,False,True,False,False,True,False,False,False
10.83,1,8,9.0,False,False,False,False,True,False,False,False,True
13.04,1,20,6.0,False,False,False,False,False,True,False,False,True
9.78,1,18,3.0,False,False,False,False,False,False,False,False,False
18.18,2,17,3.0,False,False,True,False,False,True,False,False,False
16.0,1,13,3.0,True,False,False,False,False,False,False,False,True
8.09,0,22,2.0,True,False,False,False,True,False,False,True,False
11.89,1,28,0.0,False,False,False,False,False,False,False,False,False
11.61,2,19,1.0,False,False,False,False,False,True,False,True,False
1.92,0,8,7.0,False,False,False,False,False,True,False,False,False
8.15,2,12,9.0,False,False,False,False,True,False,False,False,True
12.17,0,20,8.0,False,False,True,False,True,False,False,False,False
17.61,1,9,5.0,True,False,False,False,False,False,False,False,False
3.68,2,16,6.0,False,False,False,False,False,False,False,True,False
7.99,1,18,4.0,False,False,False,False,True,False,False,False,False
14.28,2,23,5.0,False,False,False,True,False,False,False,False,True
4.32,1,17,4.0,False,False,False,False,False,True,False,False,False
1.03,1,19,4.0,False,False,False,False,False,False,False,False,False
16.79,2,24,6.0,True,False,False,False,False,False,False,False,False
6.13,1,22,0.0,False,False,False,False,False,False,True,False,True
17.91,0,6,7.0,False,False,False,False,False,False,False,False,False
7.8,1,11,7.0,False,True,False,False,False,True,False,False,False
13.82,1,21,9.0,False,False,False,False,True,False,False,False,False
6.54,1,10,7.0,False,False,False,False,False,False,True,False,False
17.13,0,19,1.0,False,True,False,False,True,False,False,True,False
19.03,0,16,5.0,False,False,False,False,False,True,False,False,False
3.97,2,19,8.0,False,False,False,False,False,False,False,False,False
2.4,0,27,5.0,False,False,True,False,False,False,True,False,True
17.98,0,5,8.0,False,False,False,False,True,False,False,False,False
15.88,0,17,1.0,False,True,False,False,True,False,False,True,False
5.23,1,23,2.0,False,False,False,False,False,True,False,False,True
18.69,1,23,9.0,False,False,False,True,False,False,True,False,False
2.51,0,16,2.0,False,False,False,False,False,True,False,False,False
12.22,0,15,0.0,False,False,False,False,True,False,False,False,True
7.46,1,8,5.0,False,False,False,False,True,False,False,False,False
6.84,1,25,1.0,False,False,False,False,True,False,False,False,False
17.61,0,5,8.0,False,False,False,True,False,True,False,False,False
19.41,1,7,6.0,True,False,False,False,False,True,False,True,False
5.74,2,13,9.0,False,True,False,False,True,False,False,False,False
18.65,0,19,2.0,True,False,False,False,False,False,True,True,False
5.93,0,19,3.0,False,False,False,False,False,False,False,False,True
4.58,2,22,9.0,False,False,False,False,False,True,False,False,True
5.03,1,17,5.0,False,False,False,False,False,True,False,False,False
9.06,2,26,3.0,False,False,False,False,True,False,False,False,False
1.41,1,15,0.0,True,False,False,False,True,False,False,False,False
17.36,2,24,1.0,False,True,False,False,False,False,False,False,False
13.92,0,18,4.0,False,False,True,False,False,True,False,False,True
2.88,1,16,4.0,False,True,False,False,False,True,False,True,False
8.27,2,13,5.0,False,False,False,False,False,False,False,False,True
2.02,2,28,5.0,False,False,False,False,True,False,False,False,False
3.88,0,9,6.0,False,False,True,False,False,True,False,False,False
12.01,0,5,7.0,False,False,False,False,False,True,False,True,False
8.17,1,20,9.0,False,False,False,False,False,False,False,False,True
19.75,1,25,1.0,False,False,False,False,False,True,False,False,False
11.02,2,22,2.0,False,False,False,False,False,True,False,False,True
10.16,1,10,1.0,False,False,True,False,False,False,True,False,False
3.63,1,22,9.0,False,False,False,True,False,True,False,True,False
7.78,2,25,3.0,True,False,False,False,False,False,False,False,False
15.81,0,25,1.0,False,False,False,False,False,True,False,True,False
4.96,2,21,0.0,False,True,False,False,False,True,False,False,False
15.34,0,18,6.0,False,True,False,False,False,False,False,False,False
1.81,1,23,3.0,False,False,False,False,False,False,False,True,False
4.05,1,20,5.0,False,False,False,False,True,False,False,False,False
8.96,1,6,5.0,False,False,True,False,False,True,False,True,False
1.02,2,6,8.0,False,False,False,True,True,False,False,False,False
12.74,0,17,9.0,False,True,False,False,False,False,False,False,False
1.21,0,22,1.0,False,False,True,False,False,False,False,False,False
2.85,0,26,0.0,False,False,False,False,False,True,False,False,True
8.92,1,10,1.0,False,False,False,False,False,True,False,False,False
2.8,2,10,5.0,False,False,False,False,False,True,False,False,True
5.78,0,9,9.0,True,False,False,False,False,False,False,False,True
8.68,1,8,5.0,False,True,False,False,False,True,False,False,False
12.59,1,13,9.0,False,False,False,True,False,True,False,False,False
18.46,1,29,1.0,False,False,False,False,False,True,False,False,True
8.03,0,14,8.0,False,False,False,False,True,False,False,False,True
18.95,0,27,0.0,False,False,True,False,False,True,False,True,False
2.48,1,14,6.0,False,False,False,True,False,False,False,True,False
7.86,1,22,2.0,False,False,False,True,False,True,False,True,False
19.81,1,20,5.0,False,False,True,False,False,False,False,True,False
4.05,1,19,2.0,False,False,True,False,True,False,False,False,True
13.6,1,23,6.0,False,True,False,False,False,False,False,False,True
18.72,1,17,0.0,False,True,False,False,False,False,False,False,False
6.37,0,29,4.0,False,True,False,False,False,False,False,True,False
7.52,1,17,9.0,False,False,False,False,False,False,False,True,False
4.86,1,25,4.0,True,False,False,False,True,False,False,True,False
0.89,0,9,0.0,False,True,False,False,False,True,False,True,False
14.05,2,19,0.0,False,False,False,False,False,True,False,False,True
6.7,2,23,3.0,True,False,False,False,False,True,False,False,True
16.26,2,16,6.0,False,True,False,False,False,True,False,False,False
2.59,1,13,5.0,False,False,False,True,False,True,False,False,False
16.28,0,8,9.0,False,True,False,False,False,True,False,False,True
19.94,0,26,6.0,False,False,False,False,False,False,False,False,False
13.61,0,26,0.0,False,False,False,False,False,True,False,False,False
14.09,2,12,6.0,False,False,False,False,False,False,False,False,False
18.92,2,27,4.0,False,False,False,False,False,True,False,False,True
17.6,0,27,3.0,False,False,False,False,False,False,False,False,False
12.67,1,7,3.0,False,False,False,True,False,True,False,False,True
14.27,1,24,3.0,False,False,False,False,False,False,True,True,False
17.44,0,25,9.0,False,False,False,False,True,False,False,False,False
5.24,2,26,8.0,False,False,False,True,False,False,False,False,True
10.0,1,6,9.0,False,False,False,False,False,False,False,False,True
15.08,0,29,7.0,False,False,True,False,True,False,False,False,False
2.68,0,16,8.0,False,False,False,False,False,True,False,False,False
2.84,0,24,2.0,False,False,False,False,True,False,False,False,True
7.73,2,29,5.0,False,False,False,False,False,False,True,False,False
16.05,1,11,2.0,False,False,True,False,True,False,False,False,False
16.42,1,20,2.0,False,False,False,False,True,False,False,False,False
3.96,1,23,5.0,False,False,False,False,False,False,False,False,False
5.78,2,11,5.0,False,False,False,False,False,True,False,False,False
9.2,2,9,9.0,False,False,False,False,False,True,False,False,True
17.38,1,11,2.0,False,True,False,False,False,False,False,False,True
13.52,0,27,1.0,False,False,False,False,False,True,False,False,True
2.47,1,27,2.0,False,False,False,True,False,True,False,False,False
0.75,1,10,5.0,False,False,False,False,False,False,False,False,False
10.62,1,7,2.0,False,True,False,False,False,False,True,False,False
5.79,1,26,6.0,False,False,False,True,False,True,False,False,False
19.29,1,7,8.0,False,False,False,True,True,False,False,False,True
8.25,1,24,4.0,False,False,False,True,True,False,False,True,False
11.39,2,14,1.0,False,True,False,False,True,False,False,False,True
19.93,0,6,6.0,False,False,True,False,False,False,False,False,False
13.16,2,25,8.0,False,True,False,False,False,True,False,False,True
10.61,1,17,0.0,False,False,False,False,False,True,False,False,False
15.94,0,24,2.0,False,False,False,False,True,False,False,False,False
13.79,0,11,0.0,False,True,False,False,False,False,True,False,True
12.33,1,22,9.0,False,False,False,False,True,False,False,False,False
4.69,1,12,7.0,False,True,False,False,True,False,False,False,True
18.17,0,13,0.0,False,True,False,False,False,False,False,True,False
10.73,2,27,6.0,False,True,False,False,False,False,False,True,False
2.84,1,28,1.0,False,False,False,False,False,False,True,False,True
6.24,0,20,4.0,False,False,True,False,False,False,False,False,False
12.65,0,18,8.0,False,True,False,False,False,False,False,False,False
2.71,0,6,0.0,True,False,False,False,False,True,False,False,False
12.43,2,13,6.0,False,True,False,False,False,True,False,False,False
6.29,1,10,7.0,False,False,False,False,False,True,False,False,True
10.13,1,22,0.0,False,False,False,False,True,False,False,False,False
11.33,0,25,3.0,False,False,False,False,False,True,False,False,False
8.64,0,29,4.0,False,False,True,False,True,False,False,False,False
12.42,0,28,9.0,False,True,False,False,True,False,False,False,False
15.37,1,15,5.0,False,False,True,False,False,False,False,True,False
18.49,0,14,6.0,False,False,False,False,False,False,False,False,True
19.66,0,19,6.0,False,False,False,False,False,True,False,True,False
5.28,0,27,6.0,True,False,False,False,False,True,False,False,False
10.22,0,21,0.0,True,False,False,False,False,False,False,False,True
8.77,1,14,7.0,True,False,False,False,True,False,False,True,False
12.67,1,10,3.0,False,False,False,False,True,False,False,True,False
7.82,1,16,8.0,False,True,False,False,True,False,False,False,False
18.21,0,6,3.0,False,False,False,False,True,False,False,False,False
5.3,1,29,3.0,False,False,False,False,False,False,False,False,True
19.24,2,9,7.0,False,True,False,False,False,False,False,False,False
14.07,1,16,9.0,False,False,False,False,False,True,False,False,False
11.58,1,16,2.0,False,False,False,False,False,True,False,False,True
17.18,1,13,1.0,False,False,False,False,False,False,True,False,True
7.31,1,26,2.0,True,False,False,False,False,False,False,False,False
5.01,0,10,5.0,False,True,False,False,False,False,False,False,False
12.74,0,12,0.0,False,False,False,False,False,False,False,False,True
18.97,2,20,8.0,False,True,False,False,False,False,True,False,False
13.08,0,16,4.0,False,True,False,False,False,True,False,True,False
16.29,0,20,1.0,False,False,False,False,False,True,False,False,False
19.04,1,27,2.0,False,False,False,False,False,True,False,False,True
9.74,1,7,8.0,False,True,False,False,True,False,False,False,True
14.66,1,20,2.0,False,False,False,True,False,True,False,False,False
9.88,1,7,0.0,False,True,False,False,False,True,False,True,False
9.32,0,6,5.0,False,False,False,False,False,True,False,False,True
16.1,0,16,6.0,False,False,False,False,False,True,False,True,False
18.34,1,22,5.0,False,False,True,False,False,False,False,False,True
17.61,1,21,9.0,False,False,False,False,True,False,False,False,True
3.86,1,21,8.0,False,False,False,False,False,False,False,False,False
8.83,1,12,3.0,False,False,False,False,True,False,False,False,True
10.1,2,17,6.0,False,False,False,False,False,True,False,True,False
3.85,1,26,3.0,False,True,False,False,False,False,False,False,False
3.47,2,24,9.0,False,False,True,False,False,False,True,False,False
1.3,0,19,5.0,True,False,False,False,True,False,False,False,False
15.98,0,21,6.0,True,False,False,False,False,True,False,True,False
0.64,2,10,3.0,False,False,False,False,False,False,True,False,False
7.25,1,18,4.0,False,False,False,False,False,False,False,False,True
19.27,2,14,6.0,True,False,False,False,False,False,False,False,False
7.3,0,14,7.0,False,False,False,False,False,False,True,False,True
6.72,0,8,5.0,True,False,False,False,True,False,False,False,False
3.12,0,14,5.0,False,True,False,False,True,False,False,False,True
2.99,1,27,5.0,False,False,False,True,False,True,False,False,False
12.85,1,14,8.0,False,True,False,False,False,True,False,False,True
11.22,2,25,5.0,False,False,False,True,True,False,False,False,False
14.95,1,13,7.0,False,False,False,False,False,True,False,False,False
15.56,0,28,0.0,False,True,False,False,False,False,False,False,True
9.51,2,26,9.0,False,False,False,False,False,True,False,False,False
4.17,0,5,1.0,False,False,False,False,True,False,False,False,True
17.59,0,24,6.0,False,False,False,False,False,True,False,False,False
9.39,0,14,2.0,False,False,False,False,False,True,False,False,False
16.38,1,6,2.0,False,False,False,False,False,True,False,False,False
16.73,2,9,7.0,False,False,False,True,False,False,False,False,True
0.86,1,21,7.0,False,False,False,False,False,False,False,True,False
